MetaNetX,equation,deltag
MNXR103368,C00018 + C00001 <=> C00250 + C00009; (1) cpd00001[0] + (1) cpd00016[0] <=> (1) cpd00009[0] + (1) cpd00215[0],-2.71
MNXR103361,C00002 + C00250 <=> C00008 + C00018; (1) cpd00002[0] + (1) cpd00215[0] => (1) cpd00008[0] + (1) cpd00016[0] + (1) cpd00067[0],-3.45
MNXR106423,(1) cpd00001[0] + (1) cpd00017[0] => (1) cpd00067[0] + (1) cpd00147[0] + (1) cpd00227[0],-7.47
MNXR101407; MNXR188373,(1) cpd00001[0] + (1) cpd00002[0] + (1) cpd00060[0] => (1) cpd00009[0] + (1) cpd00012[0] + (1) cpd00017[0] + (1) cpd00067[0]; C00009 + C00013 + C00019 <=> C00002 + C00073 + C00001; (1) cpd00001[0] + (1) cpd00002[0] + (1) cpd00060[0] <= (1) cpd00009[0] + (1) cpd00012[0] + (1) cpd00017[0] + (1) cpd00067[0],-12.61
MNXR190583; MNXR95455,(1) cpd00017[0] + (1) cpd00067[0] => (1) cpd00011[0] + (1) cpd00837[0]; C00019 + C00080 <=> C01137 + C00011,-5.47
MNXR190555; MNXR95394,C00019 <=> C01234 + C00170; (1) cpd00017[0] <=> (1) cpd00067[0] + (1) cpd00147[0] + (1) cpd00909[0],-3.05
MNXR106424,(1) cpd00017[0] <=> (1) cpd00147[0] + (1) cpd01873[0]; (1) cpd00017[0] <=> (1) cpd00147[0] + (1) cpd21022[0],1.85
MNXR190279; MNXR95824,(1) cpd00001[0] + (1) cpd00018[0] + (1) cpd00067[0] => (1) cpd00013[0] + (1) cpd00114[0]; C00020 + C00001 <=> C00130 + C00014,-7.56
MNXR190676,(1) cpd00001[0] + (1) cpd00018[0] <=> (1) cpd00101[0] + (1) cpd00128[0]; C00020 + C00001 <=> C00147 + C00117; (1) cpd00001[0] + (1) cpd00018[0] <=> (1) cpd00128[0] + (1) cpd19028[0],-4.78
MNXR102037; MNXR188533,(1) cpd00001[0] + (1) cpd00018[0] => (1) cpd00009[0] + (1) cpd00182[0]; C00020 + C00001 <=> C00212 + C00009; (1) cpd00001[0] + (1) cpd00018[0] <=> (1) cpd00009[0] + (1) cpd00182[0],-3.37
MNXR95857; MNXR190682,(1) cpd00001[0] + (1) cpd00924[0] => (1) cpd00002[0] + (1) cpd00018[0] + (1) cpd00067[0]; C01260 + C00001 <=> C00002 + C00020,-7.42
MNXR95456; MNXR190585,(1) cpd00002[0] + (1) cpd00182[0] => (1) cpd00008[0] + (1) cpd00018[0] + (1) cpd00067[0]; C00002 + C00212 <=> C00008 + C00020,-2.79
MNXR96340,C06197 + C00001 <=> C00008 + C00020; (1) cpd00001[0] + (1) cpd03705[0] => (1) cpd00008[0] + (1) cpd00018[0] + (1) cpd00067[0],-18.84
MNXR96321; MNXR190736,C00054 + C00001 <=> C00020 + C00009; (1) cpd00001[0] + (1) cpd00045[0] <=> (1) cpd00009[0] + (1) cpd00018[0]; (1) cpd00001[0] + (1) cpd00045[0] => (1) cpd00009[0] + (1) cpd00018[0],-2.59
MNXR101897; MNXR188487,C00002 + C00857 + C00014 <=> C00020 + C00013 + C00003; (1) cpd00002[0] + (1) cpd00013[0] + (1) cpd00638[0] => (1) cpd00003[0] + (1) cpd00012[0] + (1) cpd00018[0] + (2) cpd00067[0],-3.69
MNXR95482; MNXR190607,(1) cpd00012[0] + (1) cpd00018[0] + (1) cpd00067[0] <= (1) cpd00103[0] + (1) cpd00128[0]; C00020 + C00013 <=> C00147 + C00119,3.85
MNXR95886,(1) cpd00001[0] + (1) cpd00446[0] => (1) cpd00018[0] + (1) cpd00067[0]; C00575 + C00001 <=> C00020,-10.15
MNXR190611; MNXR95492,(1) cpd00001[0] + (1) cpd00019[0] <=> (1) cpd00135[0] + (1) cpd00182[0]; C00021 + C00001 <=> C00212 + C00155; (1) cpd00001[0] + (1) cpd00019[0] => (1) cpd00135[0] + (1) cpd00182[0],8.79
MNXR106426,C00021 + C00001 <=> C03431 + C00014; (1) cpd00001[0] + (1) cpd00019[0] + (1) cpd00067[0] <=> (1) cpd00013[0] + (1) cpd02171[0],-5.45
MNXR95625; MNXR152916,(1) cpd00001[0] + (1) cpd00019[0] <=> (1) cpd00128[0] + (1) cpd02227[0]; C00021 + C00001 <=> C03539 + C00147,-3.86
MNXR153300; MNXR97138,(1) cpd00001[0] + (1) cpd00067[0] + (1) cpd03828[0] => (2) cpd00013[0] + (1) cpd00020[0]; C06393 + C00001 <=> C00022 + 2 C00014; (1) cpd00001[0] + (1) cpd00067[0] + (1) cpd02150[0] => (2) cpd00013[0] + (1) cpd00020[0],0.61
MNXR151781,C00186 + 2 C00125 <=> C00022 + 2 C00126 + 2 C00080; (2) cpd00109[0] + (1) cpd00159[0] <=> (1) cpd00020[0] + (2) cpd00067[0] + (2) cpd00110[0],10000000.0
MNXR151784,C00256 + 2 C00125 <=> C00022 + 2 C00126 + 2 C00080; (2) cpd00109[0] + (1) cpd00221[0] <=> (1) cpd00020[0] + (2) cpd00067[0] + (2) cpd00110[0],10000000.0
MNXR151785,(1) cpd00221[0] + (2) cpd19010[0] <=> (1) cpd00020[0] + (2) cpd19011[0]; C00256 + 2 C01070 <=> C00022 + 2 C01071 + 2 C00080,10000000.0
MNXR103140,C00002 + C00022 + C00001 <=> C00020 + C00074 + C00009; (1) cpd00001[0] + (1) cpd00002[0] + (1) cpd00020[0] => (1) cpd00009[0] + (1) cpd00018[0] + (1) cpd00061[0] + (3) cpd00067[0],0.79
MNXR103371,(1) cpd00002[0] + (1) cpd00020[0] <=> (1) cpd00008[0] + (1) cpd00061[0] + (1) cpd00067[0]; (1) cpd00008[0] + (1) cpd00061[0] + (1) cpd00067[0] <=> (1) cpd00002[0] + (1) cpd00020[0]; C00002 + C00022 <=> C00008 + C00074,-6.53; 6.53
MNXR106430,(1) cpd00001[0] + (1) cpd00003[0] + (1) cpd00428[0] <=> (1) cpd00004[0] + (1) cpd00020[0] + (2) cpd00067[0]; C00546 + C00003 + C00001 <=> C00022 + C00004 + C00080,-6.69
MNXR95787,C00546 + C00006 + C00001 <=> C00022 + C00005 + C00080; (1) cpd00001[0] + (1) cpd00006[0] + (1) cpd00428[0] <=> (1) cpd00005[0] + (1) cpd00020[0] + (2) cpd00067[0],-6.69
MNXR103107,C00002 + C00022 + C00009 <=> C00020 + C00074 + C00013; (1) cpd00002[0] + (1) cpd00009[0] + (1) cpd00020[0] => (1) cpd00012[0] + (1) cpd00018[0] + (1) cpd00061[0] + (2) cpd00067[0],4.26
MNXR146882,C00022 + C00009 + C00007 <=> C00227 + C00027 + C00011; (1) cpd00007[0] + (1) cpd00009[0] + (1) cpd00020[0] + (1) cpd00067[0] => (1) cpd00011[0] + (1) cpd00025[0] + (1) cpd00196[0],-37.93
MNXR102525,C00074 + C00001 <=> C00022 + C00009; (1) cpd00001[0] + (1) cpd00061[0] => (1) cpd00009[0] + (1) cpd00020[0],-12.69
MNXR102425; MNXR188625,(1) cpd00003[0] + (1) cpd00010[0] + (1) cpd00020[0] <=> (1) cpd00004[0] + (1) cpd00011[0] + (1) cpd00022[0]; C00022 + C00010 + C00003 <=> C00024 + C00011 + C00004 + C00080; (1) cpd00003[0] + (1) cpd00010[0] + (1) cpd00020[0] => (1) cpd00004[0] + (1) cpd00011[0] + (1) cpd00022[0],-8.47
MNXR106432,(1) cpd00006[0] + (1) cpd00010[0] + (1) cpd00020[0] => (1) cpd00005[0] + (1) cpd00011[0] + (1) cpd00022[0]; C00022 + C00010 + C00006 <=> C00024 + C00011 + C00005 + C00080; (1) cpd00006[0] + (1) cpd00010[0] + (1) cpd00020[0] <=> (1) cpd00005[0] + (1) cpd00011[0] + (1) cpd00022[0],-8.47
MNXR106433,C00022 + C00010 + C00007 <=> C00027 + C00024 + C00011; (1) cpd00007[0] + (1) cpd00010[0] + (1) cpd00020[0] + (1) cpd00067[0] => (1) cpd00011[0] + (1) cpd00022[0] + (1) cpd00025[0],-40.2
MNXR188637; MNXR102514,C00024 + C00058 <=> C00010 + C00022; (1) cpd00010[0] + (1) cpd00020[0] <=> (1) cpd00022[0] + (1) cpd00047[0]; (1) cpd00022[0] + (1) cpd00047[0] <=> (1) cpd00010[0] + (1) cpd00020[0],-4.94; 4.94
MNXR106434,C03015 + C00001 <=> C00022 + 2 C00014 + C00011; (1) cpd00001[0] + (1) cpd00067[0] + (1) cpd01933[0] => (1) cpd00011[0] + (2) cpd00013[0] + (1) cpd00020[0],-6.46
MNXR101446,C00149 + C00003 <=> C00022 + C00011 + C00004 + C00080; (1) cpd00003[0] + (1) cpd00130[0] => (1) cpd00004[0] + (1) cpd00011[0] + (1) cpd00020[0],3.13
MNXR101339,C00497 + C00003 <=> C00022 + C00011 + C00004 + C00080; (1) cpd00003[0] + (1) cpd00386[0] => (1) cpd00004[0] + (1) cpd00011[0] + (1) cpd00020[0],5.29
MNXR101443,C00149 + C00006 <=> C00022 + C00011 + C00005 + C00080; (1) cpd00006[0] + (1) cpd00130[0] => (1) cpd00005[0] + (1) cpd00011[0] + (1) cpd00020[0],3.13
MNXR102097,C00036 <=> C00022 + C00011; (1) cpd00032[0] + (1) cpd00067[0] => (1) cpd00011[0] + (1) cpd00020[0],-3.96
MNXR106435,(1) cpd00001[0] + (1) cpd00067[0] + (1) cpd02080[0] => (1) cpd00011[0] + (1) cpd00020[0]; C03248 + C00001 <=> C00022 + C00011,-55.73
MNXR138961,C00022 + C00011 <=> C03981; (1) cpd00011[0] + (1) cpd00020[0] <= (1) cpd00067[0] + (1) cpd02469[0],5.33
MNXR146410,(1) cpd00054[0] => (1) cpd00013[0] + (1) cpd00020[0]; C00065 <=> C00022 + C00014,-6.93
MNXR104339,,
MNXR104338,C00740 <=> C00022 + C00014; (1) cpd00550[0] => (1) cpd00013[0] + (1) cpd00020[0],-6.8
MNXR146411,C00716 <=> C00022 + C00014; (1) cpd30743[0] => (1) cpd00013[0] + (1) cpd00020[0],-6.93
MNXR103379,(1) cpd00020[0] + (1) cpd00067[0] => (1) cpd00011[0] + (1) cpd00071[0]; C00022 <=> C00084 + C00011,-4.29
MNXR95271,C06010 + C00011 <=> 2 C00022; (2) cpd00020[0] + (1) cpd00067[0] => (1) cpd00011[0] + (1) cpd19047[0]; (1) cpd00011[0] + (1) cpd19047[0] <= (2) cpd00020[0] + (1) cpd00067[0],8.27; -8.27
MNXR190549; MNXR95363,(1) cpd00001[0] + (1) cpd00022[0] => (1) cpd00010[0] + (1) cpd00029[0] + (1) cpd00067[0]; C00024 + C00001 <=> C00010 + C00033,-7.3
MNXR95210; MNXR190509,C00084 + C00010 + C00003 <=> C00024 + C00004 + C00080; (1) cpd00003[0] + (1) cpd00010[0] + (1) cpd00071[0] <=> (1) cpd00004[0] + (1) cpd00022[0] + (1) cpd00067[0],-4.18
MNXR106436,(1) cpd00002[0] + (1) cpd00010[0] + (1) cpd00029[0] <=> (1) cpd00008[0] + (1) cpd00009[0] + (1) cpd00022[0]; C00002 + C00033 + C00010 <=> C00008 + C00024 + C00009,1.14
MNXR188714; MNXR103319,(1) cpd00009[0] + (1) cpd00022[0] <=> (1) cpd00010[0] + (1) cpd00196[0]; C00024 + C00009 <=> C00010 + C00227,2.26
MNXR101412; MNXR188377,(1) cpd00067[0] + (1) cpd00070[0] => (1) cpd00011[0] + (1) cpd00022[0]; C00083 <=> C00024 + C00011,-3.95
MNXR95413; MNXR190571,C00002 + C00033 + C00010 <=> C00020 + C00013 + C00024; (1) cpd00002[0] + (1) cpd00010[0] + (1) cpd00029[0] => (1) cpd00012[0] + (1) cpd00018[0] + (1) cpd00022[0] + (1) cpd00067[0],-1.13
MNXR105304; MNXR189030,C05993 + C00010 <=> C00020 + C00024; (1) cpd00010[0] + (1) cpd03566[0] => (1) cpd00018[0] + (1) cpd00022[0] + (1) cpd00067[0],-10.42
MNXR106437,(1) cpd00743[0] <=> (1) cpd00020[0] + (1) cpd00022[0]; C01011 <=> C00024 + C00022,2.81
MNXR95194; MNXR190494,2 C00024 <=> C00010 + C00332; (2) cpd00022[0] <=> (1) cpd00010[0] + (1) cpd00279[0],6.02
MNXR100277,(1) cpd00002[0] + (1) cpd00023[0] <=> (1) cpd00008[0] + (1) cpd02097[0]; C00002 + C00025 <=> C00008 + C03287,6.51
MNXR144972; MNXR100085,(1) cpd00001[0] + (1) cpd00003[0] + (1) cpd00023[0] => (1) cpd00004[0] + (1) cpd00013[0] + (1) cpd00024[0] + (1) cpd00067[0]; (1) cpd00001[0] + (1) cpd00003[0] + (1) cpd00023[0] <=> (1) cpd00004[0] + (1) cpd00013[0] + (1) cpd00024[0] + (1) cpd00067[0]; C00025 + C00003 + C00001 <=> C00026 + C00014 + C00004 + C00080,8.71
MNXR103352,(1) cpd00001[0] + (1) cpd00003[0] + (1) cpd00858[0] <=> (1) cpd00004[0] + (1) cpd00023[0] + (2) cpd00067[0]; C01165 + C00003 + C00001 <=> C00025 + C00004 + C00080,-10.34
MNXR100086,(1) cpd00005[0] + (1) cpd00013[0] + (1) cpd00024[0] + (1) cpd00067[0] <= (1) cpd00001[0] + (1) cpd00006[0] + (1) cpd00023[0]; (1) cpd00001[0] + (1) cpd00006[0] + (1) cpd00023[0] <=> (1) cpd00005[0] + (1) cpd00013[0] + (1) cpd00024[0] + (1) cpd00067[0]; C00025 + C00006 + C00001 <=> C00026 + C00014 + C00005 + C00080; (1) cpd00006[0] + (1) cpd00023[0] => (1) cpd00005[0] + (1) cpd00013[0] + (1) cpd00024[0],-8.72; 8.72; -28.82
MNXR106439,C00025 + C00007 + C00001 <=> C00026 + C00014 + C00027; (1) cpd00001[0] + (1) cpd00007[0] + (1) cpd00023[0] => (1) cpd00013[0] + (1) cpd00024[0] + (1) cpd00025[0],-23.01
MNXR138674,C00002 + C01879 + 2 C00001 <=> C00008 + C00009 + C00025; (2) cpd00001[0] + (1) cpd00002[0] + (1) cpd01293[0] => (1) cpd00008[0] + (1) cpd00009[0] + (1) cpd00023[0] + (1) cpd00067[0],-0.72
MNXR100024,(1) cpd00002[0] + (1) cpd00013[0] + (1) cpd00023[0] => (1) cpd00008[0] + (1) cpd00009[0] + (1) cpd00053[0] + (1) cpd00067[0]; C00002 + C00025 + C00014 <=> C00008 + C00009 + C00064,-3.34
MNXR106440,(1) cpd00011[0] + (1) cpd00013[0] + (1) cpd00023[0] <= (1) cpd00001[0] + (2) cpd00067[0] + (1) cpd03460[0]; C00025 + C00014 + C00011 <=> C05829 + C00001,13.21
MNXR100030,C00064 + C00001 <=> C00025 + C00014; (1) cpd00001[0] + (1) cpd00053[0] => (1) cpd00013[0] + (1) cpd00023[0],-2.82
MNXR97678; MNXR190938,(1) cpd00001[0] + (1) cpd00002[0] + (1) cpd00053[0] + (1) cpd00638[0] => (1) cpd00003[0] + (1) cpd00012[0] + (1) cpd00018[0] + (1) cpd00023[0] + (2) cpd00067[0]; C00002 + C00857 + C00064 + C00001 <=> C00020 + C00013 + C00003 + C00025,-6.51
MNXR95698,C00041 + C00026 <=> C00022 + C00025; (1) cpd00024[0] + (1) cpd00035[0] <=> (1) cpd00020[0] + (1) cpd00023[0],0.07
MNXR190531; MNXR95259,(1) cpd00022[0] + (1) cpd00023[0] => (1) cpd00010[0] + (1) cpd00067[0] + (1) cpd00477[0]; C00024 + C00025 <=> C00010 + C00624,-5.12
MNXR100288,C00025 <=> C00217; (1) cpd00023[0] <=> (1) cpd00186[0],0.13
MNXR95942,C00025 <=> C00334 + C00011; (1) cpd00023[0] + (1) cpd00067[0] => (1) cpd00011[0] + (1) cpd00281[0],-5.69
MNXR106441,(1) cpd02273[0] <=> (1) cpd00023[0]; C03618 <=> C00025,-1.77
MNXR106442,C00025 <=> C05723; (1) cpd00023[0] <=> (1) cpd12759[0],10000000.0
MNXR106443,(1) cpd00001[0] + (1) cpd00006[0] + (1) cpd00340[0] <=> (1) cpd00005[0] + (1) cpd00024[0] + (2) cpd00067[0]; C00433 + C00006 + C00001 <=> C00026 + C00005 + C00080,-8.47
MNXR106444,(1) cpd00006[0] + (1) cpd00010[0] + (1) cpd00024[0] => (1) cpd00005[0] + (1) cpd00011[0] + (1) cpd00078[0]; C00026 + C00010 + C00006 <=> C00091 + C00011 + C00005 + C00080,-6.93
MNXR100781; MNXR191121,(1) cpd00006[0] + (1) cpd02812[0] => (1) cpd00005[0] + (1) cpd00011[0] + (1) cpd00024[0]; (1) cpd00006[0] + (1) cpd00353[0] => (1) cpd00005[0] + (1) cpd00011[0] + (1) cpd00024[0]; (1) cpd00006[0] + (1) cpd00260[0] => (1) cpd00005[0] + (1) cpd00011[0] + (1) cpd00024[0]; C00311 + C00006 <=> C00026 + C00011 + C00005 + C00080,1.11; 1.41
MNXR105305,C05379 <=> C00026 + C00011; (1) cpd00067[0] + (1) cpd03187[0] => (1) cpd00011[0] + (1) cpd00024[0],-3.33
MNXR105306,C00940 + C00001 <=> C00026 + C00014; (1) cpd00001[0] + (1) cpd00695[0] => (1) cpd00013[0] + (1) cpd00024[0],-0.14
MNXR100762,C00026 + C00014 <=> C05572 + C00001; (1) cpd00001[0] + (1) cpd03303[0] => (1) cpd00013[0] + (1) cpd00024[0]; (1) cpd00013[0] + (1) cpd00024[0] <= (1) cpd00001[0] + (1) cpd03303[0],-10.04; 10.04
MNXR188216,(1) cpd00010[0] + (1) cpd00067[0] + (1) cpd00919[0] => (1) cpd00001[0] + (1) cpd00022[0] + (1) cpd00024[0]; (1) cpd00001[0] + (1) cpd00022[0] + (1) cpd00024[0] => (1) cpd00010[0] + (1) cpd00067[0] + (1) cpd00919[0]; (1) cpd00010[0] + (1) cpd00067[0] + (1) cpd00919[0] <= (1) cpd00001[0] + (1) cpd00022[0] + (1) cpd00024[0]; C00024 + C00001 + C00026 <=> C01251 + C00010,6.93; -6.93
MNXR102243,C00026 <=> C00232 + C00011; (1) cpd00024[0] + (1) cpd00067[0] => (1) cpd00011[0] + (1) cpd00199[0],-4.14
MNXR106446,(1) cpd00007[0] + (2) cpd00067[0] + (1) cpd00180[0] => (2) cpd00011[0] + (1) cpd00025[0]; C00209 + C00007 <=> C00027 + 2 C00011,-39.15
MNXR100446,C00027 + 2 C00051 <=> C00127 + 2 C00001; (1) cpd00025[0] + (2) cpd00042[0] => (2) cpd00001[0] + (1) cpd00111[0],-74.09
MNXR191196; MNXR104498,(2) cpd00067[0] + (2) cpd00532[0] => (1) cpd00007[0] + (1) cpd00025[0]; 2 C00704 + 2 C00080 <=> C00027 + C00007,-22.87
MNXR103355,(1) cpd00001[0] + (1) cpd00007[0] + (1) cpd00493[0] => (1) cpd00013[0] + (1) cpd00016[0] + (1) cpd00025[0]; C00647 + C00001 + C00007 <=> C00018 + C00014 + C00027,-23.36
MNXR102438,C00627 + C00007 <=> C00027 + C00018; (1) cpd00007[0] + (1) cpd00478[0] => (1) cpd00016[0] + (1) cpd00025[0],-27.09
MNXR106448,(1) cpd00001[0] + (1) cpd00007[0] + (1) cpd00186[0] => (1) cpd00013[0] + (1) cpd00024[0] + (1) cpd00025[0]; C00217 + C00001 + C00007 <=> C00026 + C00014 + C00027,-23.14
MNXR106449,C00028 + 2 C00533 + 2 C00001 <=> C00030 + 2 C00088; (2) cpd00001[0] + (2) cpd00418[0] + (1) cpd11609[0] <= (2) cpd00075[0] + (1) cpd11610[0],10000000.0
MNXR106451,(1) cpd00005[0] + (1) cpd00067[0] + (1) cpd11609[0] <=> (1) cpd00006[0] + (1) cpd11610[0]; C00028 + C00005 + C00080 <=> C00030 + C00006,10000000.0
MNXR106453,(1) cpd00001[0] + (1) cpd00013[0] + (1) cpd11609[0] <= (1) cpd00165[0] + (1) cpd11610[0]; C00028 + C00014 + C00001 <=> C00192 + C00030,10000000.0
MNXR152122; MNXR141783,(1) cpd00001[0] + (2) cpd00003[0] + (1) cpd00026[0] <=> (2) cpd00004[0] + (3) cpd00067[0] + (1) cpd00144[0]; C00029 + C00001 + 2 C00003 <=> C00167 + 2 C00004 + 2 C00080,-4.28
MNXR143430; MNXR152257,(1) cpd00001[0] + (1) cpd00026[0] => (2) cpd00067[0] + (1) cpd00089[0] + (1) cpd00091[0]; C00029 + C00001 <=> C00105 + C00103,-7.08
MNXR152166; MNXR143121,(1) cpd00062[0] + (1) cpd00089[0] <=> (1) cpd00012[0] + (1) cpd00026[0]; C00075 + C00103 <=> C00013 + C00029,0.03
MNXR143428; MNXR152254,C00029 <=> C00052; (1) cpd00026[0] <=> (1) cpd00043[0]; (1) cpd00026[0] <= (1) cpd00043[0],0.0
MNXR152275,(1) cpd00026[0] => (1) cpd00001[0] + (1) cpd02528[0]; C00029 <=> C04089 + C00001; (1) cpd00026[0] <= (1) cpd00001[0] + (1) cpd02528[0],-15.71
MNXR138964,2 C00533 + 2 C00126 + 2 C00080 <=> C00887 + 2 C00125 + C00001; (2) cpd00418[0] + (1) cpd11610[0] <=> (1) cpd00001[0] + (1) cpd00659[0] + (1) cpd11609[0]; (2) cpd00067[0] + (2) cpd00110[0] + (2) cpd00418[0] <=> (1) cpd00001[0] + (2) cpd00109[0] + (1) cpd00659[0],10000000.0
MNXR106457,C01861 + C01328 + C00028 + 2 C00001 <=> C00030 + 3 C11481; (3) cpd00001[0] + (1) cpd01281[0] + (1) cpd11609[0] <=> (3) cpd00081[0] + (1) cpd11610[0],10000000.0
MNXR189086,C00256 + C00028 <=> C00022 + C00030; (1) cpd00221[0] + (1) cpd11609[0] <= (1) cpd00020[0] + (1) cpd11610[0],10000000.0
MNXR189088,C03196 + C00028 <=> C00026 + C00030; (1) cpd02041[0] + (1) cpd11609[0] <= (1) cpd00024[0] + (1) cpd11610[0],10000000.0
MNXR191953; MNXR100612,(1) cpd00002[0] + (1) cpd00027[0] => (1) cpd00008[0] + (1) cpd00067[0] + (1) cpd00079[0]; C00002 + C00031 <=> C00008 + C00092,-4.01
MNXR192061; MNXR106461,C00031 + C00003 <=> C00198 + C00004 + C00080; (1) cpd00003[0] + (1) cpd19001[0] <=> (1) cpd00004[0] + (1) cpd00067[0] + (1) cpd00170[0]; (1) cpd00003[0] + (1) cpd00027[0] <=> (1) cpd00004[0] + (1) cpd00067[0] + (1) cpd00170[0],-1.43; -1.02
MNXR191208,C00031 + C00006 <=> C03107 + C00005 + C00080; (1) cpd00006[0] + (1) cpd00027[0] <=> (1) cpd00005[0] + (1) cpd00067[0] + (1) cpd01992[0]; (1) cpd00006[0] + (1) cpd00190[0] <=> (1) cpd00005[0] + (1) cpd00067[0] + (1) cpd01992[0]; (1) cpd00006[0] + (1) cpd19001[0] <=> (1) cpd00005[0] + (1) cpd00067[0] + (1) cpd01992[0],-2.59; -2.99
MNXR146889,(1) cpd00007[0] + (1) cpd19001[0] => (1) cpd00025[0] + (1) cpd01792[0]; (1) cpd00007[0] + (1) cpd00190[0] => (1) cpd00025[0] + (1) cpd01792[0]; (1) cpd00007[0] + (1) cpd00027[0] => (1) cpd00025[0] + (1) cpd01792[0]; C00031 + C00007 <=> C02779 + C00027,-32.0; -31.6
MNXR99912; MNXR195425,C00092 + C00001 <=> C00031 + C00009; (1) cpd00001[0] + (1) cpd00079[0] <=> (1) cpd00009[0] + (1) cpd00027[0]; (1) cpd00001[0] + (1) cpd00863[0] <=> (1) cpd00009[0] + (1) cpd00190[0],-2.15; -3.2
MNXR99844; MNXR153676,(1) cpd00001[0] + (1) cpd00089[0] <=> (1) cpd00009[0] + (1) cpd00027[0]; (1) cpd00001[0] + (1) cpd00089[0] <=> (1) cpd00009[0] + (1) cpd00190[0]; C00103 + C00001 <=> C00031 + C00009,-4.86; -4.46
MNXR106464,C00031 + C15602 <=> C00198 + C15603; (1) cpd00027[0] + (1) cpd19168[0] <=> (1) cpd00170[0] + (1) cpd30750[0]; (1) cpd00190[0] + (1) cpd11609[0] <=> (1) cpd00170[0] + (1) cpd11610[0]; (1) cpd11609[0] + (1) cpd19001[0] <=> (1) cpd00170[0] + (1) cpd11610[0],10000000.0
MNXR151542,C00185 + C00001 <=> 2 C00031; (1) cpd00001[0] + (1) cpd03844[0] => (2) cpd19001[0],-2.63
MNXR96241,(1) cpd00001[0] + (1) cpd00158[0] <=> (2) cpd00027[0]; (1) cpd00001[0] + (1) cpd00158[0] => (2) cpd00027[0],-3.44
MNXR105254; MNXR146755,(1) cpd00027[0] <=> (1) cpd00082[0]; C00267 <=> C22502; (1) cpd00190[0] <=> (1) cpd00082[0],-0.21; 0.19
MNXR99471,(1) cpd01476[0] + (1) cpd10515[0] <=> (1) cpd00028[0] + (2) cpd00067[0]; C02191 + C14818 <=> C00032 + 2 C00080; (1) cpd00028[0] + (2) cpd00067[0] <=> (1) cpd01476[0] + (1) cpd10515[0],10000000.0
MNXR106466,(3) cpd00007[0] + (1) cpd00028[0] + (3) cpd11610[0] <=> (3) cpd00001[0] + (1) cpd00204[0] + (1) cpd00389[0] + (1) cpd10515[0] + (3) cpd11609[0]; C00032 + 3 C03024 + 3 C00007 <=> C00500 + C00237 + C14818 + 3 C03161 + 3 C00001,10000000.0
MNXR106467,(1) cpd00028[0] <=> (1) cpd12772[0]; C00032 <=> C05783,10000000.0
MNXR106468,C00032 <=> C05784; (1) cpd00028[0] <=> (1) cpd12773[0],10000000.0
MNXR106469,C00032 <=> C05785; (1) cpd00028[0] <=> (1) cpd12774[0],10000000.0
MNXR95269,(1) cpd00002[0] + (1) cpd00029[0] <=> (1) cpd00008[0] + (1) cpd00196[0]; C00002 + C00033 <=> C00008 + C00227,3.41
MNXR189032; MNXR105307,(1) cpd00002[0] + (1) cpd00029[0] => (1) cpd00012[0] + (1) cpd03566[0]; C00002 + C00033 <=> C00013 + C05993,-9.59
MNXR95427,(1) cpd00001[0] + (1) cpd00196[0] => (1) cpd00009[0] + (1) cpd00029[0] + (1) cpd00067[0]; C00227 + C00001 <=> C00033 + C00009,-9.57
MNXR106470,(1) cpd00001[0] + (1) cpd03385[0] => (1) cpd00009[0] + (1) cpd00029[0] + (1) cpd00067[0]; C05682 + C00001 <=> C00033 + C00009,-20.13
MNXR145453; MNXR101118,(1) cpd00007[0] + (1) cpd00159[0] => (1) cpd00001[0] + (1) cpd00011[0] + (1) cpd00029[0]; C00186 + C00007 <=> C00033 + C00011 + C00001,-118.86
MNXR106471,(1) cpd00012[0] + (1) cpd00029[0] <=> (1) cpd00009[0] + (1) cpd00196[0]; C00013 + C00033 <=> C00009 + C00227,6.1
MNXR95815,(1) cpd00001[0] + (1) cpd03734[0] => (1) cpd00013[0] + (1) cpd00029[0]; C06244 + C00001 <=> C00033 + C00014,-5.66
MNXR106472,C05993 + C00001 <=> C00020 + C00033; (1) cpd00001[0] + (1) cpd03566[0] => (1) cpd00018[0] + (1) cpd00029[0] + (2) cpd00067[0],-17.71
MNXR106473,C02132 + C00001 <=> C00033 + C00022; (1) cpd00001[0] + (1) cpd01443[0] => (1) cpd00020[0] + (1) cpd00029[0] + (1) cpd00067[0],-10.35
MNXR106474,C02614 <=> C00033 + C00022; (1) cpd01701[0] <=> (1) cpd00020[0] + (1) cpd00029[0],0.62
MNXR106475,(1) cpd00001[0] + (1) cpd00071[0] + (1) cpd11609[0] <=> (1) cpd00029[0] + (1) cpd11610[0]; C00084 + C00028 + C00001 <=> C00033 + C00030,10000000.0
MNXR141224,C02655 + C00001 <=> C00031 + C00033; (1) cpd00001[0] + (1) cpd01726[0] => (1) cpd00029[0] + (1) cpd00067[0] + (1) cpd00190[0]; (1) cpd00001[0] + (1) cpd01726[0] => (1) cpd00027[0] + (1) cpd00029[0] + (1) cpd00067[0]; (1) cpd00001[0] + (1) cpd01726[0] => (1) cpd00029[0] + (1) cpd00067[0] + (1) cpd19001[0],-6.8; -6.4
